n_nights,n_onset_pim_detected,n_onset_diary_fallback,prop_onset_diary_fallback,n_offset_pim_detected,n_offset_diary_fallback,prop_offset_diary_fallback,n_both_onset_and_offset_diary_fallback,prop_both_onset_and_offset_diary_fallback,n_either_onset_or_offset_diary_fallback,prop_either_onset_or_offset_diary_fallback
267,266,1,0.003745318352059925,212,55,0.20599250936329588,0,0,56,0.20973782771535582
