first_expected_hour,last_expected_hour,n_expected_hours,n_observed_hours,n_missing_hours,n_duplicate_hours,prop_missing_hours
2025-06-01T06:00:00Z,2025-09-16T06:00:00Z,2569,2569,0,0,0
