weather_file,weather_with_wetbulb_file,weather_file_size_bytes,n_weather_rows_raw,n_weather_rows_prepared,datetime_col,temperature_col,rh_col,irradiance_col,precipitation_col,first_weather_datetime,last_weather_datetime,median_temperature_c,median_rh_percent,median_twb_stull_c,n_missing_datetime,n_missing_temperature_c,n_missing_rh_percent,n_missing_twb_stull_c,prop_missing_temperature_c,prop_missing_rh_percent,prop_missing_twb_stull_c
C:/Users/chris/OneDrive/Documents/GitHub/MeLiDos_CB/Finca2_variables.xlsx,C:/Users/chris/OneDrive/Documents/GitHub/MeLiDos_CB/Finca2_variables_with_wetbulb.xlsx,89992,2569,2569,Datetime,Temperature,RH,Irradiance,Precipitation,2025-06-01T06:00:00Z,2025-09-16T06:00:00Z,20.39,83.8,18.74046399961466,0,3,0,3,0.0011677695601401323,0,0.0011677695601401323
