sleep_date,weather_hour,n_records,hour_available
2025-05-31,23,0,FALSE
2025-06-01,23,0,FALSE
2025-09-15,1,0,FALSE
2025-09-15,2,0,FALSE
2025-09-15,3,0,FALSE
2025-09-15,4,0,FALSE
2025-09-15,5,0,FALSE
2025-09-15,6,0,FALSE
2025-09-15,7,0,FALSE
2025-09-16,0,0,FALSE
2025-09-16,1,0,FALSE
2025-09-16,2,0,FALSE
2025-09-16,3,0,FALSE
2025-09-16,4,0,FALSE
2025-09-16,5,0,FALSE
2025-09-16,6,0,FALSE
2025-09-16,7,0,FALSE
