n_sleep_dates_with_weather,include_07_hour,expected_nocturnal_hours,min_required_nocturnal_hours,min_weather_records_night,median_weather_records_night,max_weather_records_night,n_complete_23_07_nights,prop_complete_23_07_nights,n_sufficient_weather_nights,prop_sufficient_weather_nights,median_temperature_mean_night,median_rh_mean_night,median_twb_mean_night
108,TRUE,9,6,2,9,9,106,0.9814814814814815,107,0.9907407407407407,19.113333333333333,87.63333333333333,17.677663286862497
